index,s1,r,s2
"342","Porsche","’ s","CEO Oliver Blume"
"343","6.2-liter supercharged V8","from","Dodge Challenger SRT Hellcat"
"344","6.4-liter Hemi V8","with","500 hp"
"344","3.6-liter V6","with","285 hp"
"345","subcompact A - Class","on sale for the first time in","North America"
"346","A - Class","sold alongside","CLA"
"347","Honda","released official photos and specs of","2019 Civic coupe and sedan"
"348","Honda","released pricing for","2019 Civic"
"349","2019 Honda Civic LX sedan","starts at","$ 20,345"
"350","2.0-liter four - cylinder engine","with","158 hp"
"350","2.0-liter four - cylinder engine","paired to","six - speed manual transmission"
"351","2019 Civic LX coupe","starts at","$ 21,545"
"352","Civic LXs","come with","electronic parking brake"
"352","Civic LXs","come with","7-inch digital instrument cluster"
"353","director of global digital transformation",",","Saejin Park"
"353","Association of National Advertisers","(","ANA"
"354","4 G LTE WiFi","featured in","GM vehicles"
"355","Volkswagen","at","Chicago Auto Show"
"355","Volkswagen","unveiled","Arteon"
"356","MQB platform","underpins","Atlas"
"357","Douglas Sonders","at","Petersen Automotive Museum"
"358","Byton","raised","500 million"
"358","Byton","build","SUV"
"359","Nio Capital","backed by","NIO"
"360","Nio Captial","managing partner","Ian Zhu"
"361","NIO","has","EVs"
"362","Volkswagen","killed off","Golf GTI"
"362","Volkswagen","killed off","Golf R"
"363","VW","'s","Seat"
"363","Seat","killed off","Leon"
"363","Seat","killed off","Mii"
"364","VW","announced the end of","Beetle"
"364","VW","announced the end of","Polo"
"364","VW","announced the end of","Scirocco"
"364","VW","announced the end of","Audi A3"
"365","Volkswagen","at","Caravan Salon"
"366","Grand California","wo n't be sold in","California"
"367","Volkswagen","sold a campervan the US","2003"
"368","Ford","reviving","Territory SUV"
"368","Territory SUV","won ’ t be coming to","America"
"369","Ford","joint venture with","Jiangling Motors Corporation"
"370","Mercedes","plant in","Tuscaloosa , Alabama"
"370","BMW","plant in","Spartanburg , South Carolina"
"371","Mercedes GLS","may have a","safety risk"
"371","GLE","may have a","safety risk"
"372","BMW","recall","X3"
"372","BMW","recall","X4"
"373","Rolls - Royce","’","Cullinan"
"374","V12 engine","producing","563 horsepower"
"375","SVAutobiography","at","177,000"
"376","Hot Wheels","Hot Wheels","50th anniversary"
"376","50th anniversary","at","SEMA"
"376","Chevrolet Camaro","paint","Orange Crush"
"376","Chevrolet Camaro","paint","Satin Graphite stripes"
"377","Mattel",",","Hot Wheels"
"377","Hot Wheels","reproductions","Original Sweet 16"
"377","five","of","Original Sweet 16"
"378","Aston Martin","’","Valkyrie"
"378","Valkyrie","developed","Red Bull Racing"
"378","Aston Martin","with","Red Bull Racing"
"379","Andy Palmer","’","Aston Martin"
"380","Mercedes - AMG","’","Project One"
"381","-","debut","Detroit Auto Show"
"381","Mercedes","at","Detroit Auto Show"
"381","-","entered","production"
"382","G - Class","introduced","1979"
"382","G - Class","built","by hand"
"382","G - Class","built","Graz"
"382","Graz",",","Austria"
"383","Magna Steyr",",","production partner"
"384","Audi","pulled out","Detroit Auto Show"
"384","Volkswagen Volkswagen","pulled out","Paris Motor Show"
"385","VW","'s","emissions - cheating scandal"
"385","VW","scaled back","brand presentations"
"385","brand presentations","at","Frankfurt Detroit"
"386","Volkswagen","host","communications activities"
"386","communications activities","in","Detroit Auto Show"
"387","VW","'s","Audi"
"387","Audi","skipped","Frankfurt show"
"388","Bloodhound SSC","development","car"
"388","car","completed","test run"
"388","test run","at","200"
"389","Andy Green","previous","land speed record"
"390","Bloodhound","’","goal"
"390","goal","is","1,000 mph"
"391","Bloodhound","’","aluminium wheels"
"392","Kia","’","Sportage"
"393","Nissan","’","GT - R"
"394","GT - R","production","10 years"
"395","Skyline GT - R","introduced","160-hp 2.0-liter motor"
"396","GT - R R32","the","third - generation"
"397","Trackhawk","is","Jeep Grand Cherokee"
"397","Trackhawk","is","707-hp"
"398","HPE850 Upgrade package","power up","852 horsepower"
"399","John Hennessey","offers","HPE1000 Supercharged Upgrade"
"399","HPE1000 Supercharged Upgrade","modifies","Trackhawk"
"399","Trackhawk","pump","1,012 hp"
"399","1,012 hp","at","6500 rpm"
"399","Trackhawk","pump","4200 rpm"
"400","Shelby SuperCars",",","SSC"
"400","Shelby SuperCars","with","1,750 horsepower Tuatara"
"400","1,750 horsepower Tuatara","debuted at","Pebble Beach"
"401","Tuatara","should be a worthy adversary to","Bugatti Chiron"
"401","Tuatara","should be a worthy adversary to","Koenigsegg Agera"
"402","twin - turbo Corvette - derived V8","producing","1,287 hp"
"402","twin - turbo Corvette - derived V8","producing","1,112 lb - ft of torque"
"403","original Mini","released","1959"
"403","850 cc engine","pushing out","34 hp"
"404","Tesla","rolled out","Autopilot feature"
"405","Gabi Personal Insurance Agency Inc",",","online insurance shopping site"
"406","Gabi CEO",",","Hanno Fichtner"
"407","Volkswagen","showed off","Sedric concept"
"407","Sedric concept",",","fully autonomous ride - sharing city car"
"408","Aurora Innovation",",","autonomous car startup"
"408","Aurora Innovation","founded by","former Google and Tesla employees"
"409","Nissan","revealed","2019 Altima sedan"
"410","2.0-liter variable - compression turbocharged four - cylinder","first seen on","Infiniti QX50"
"411","Smyrna",",","Tennessee"
"411","Canton",",","Mississippi"
"412","Ford GT40","secured","Le Mans victories"
"413","2017 Heritage Edition","honoring","GT40 ’ s 1967 Le Mans Victory"
"413","Ford","revealed","Heritage Edition"
"413","2019 model","celebrates","50th anniversary of the 1968 and 1969 Le Mans - winning GT40"
"414","Joe Hinrichs",",","Ford president , global operations"
"415","Audi","unveiled","fifth - generation A6 executive sedan"
"415","fifth - generation A6 executive sedan","at","Geneva"
"416","Audi Sport","’ s","S models"
"417","450-hp 2.9-liter V6","powers","RS 5"
"418","Lexus","committed to","sedan segment"
"419","Lexus ’ North American group vice president and general manager",",","David Christ"
"420","Pure","replace","Base"
"420","Luxe","replace","Luxury"
"420","Essential","replace","Premium"
"420","Sport trims","replace","Sport"
"421","Mercedes - Benz","revealed","EQA concept"
"422","compact EV","equipped with","60 kWh battery"
"422","60 kWh battery","allowing for","200 to 250 mile range"
"423","EQA","slated to be the first of","all - electric EQ lineup"
"423","EQA","followed by","EQC SUV"
"423","EQA","followed by","S - Class - sized EQS sedan"
"424","Lanzante Motorsport","helped","McLaren"
"424","McLaren","win","24 Hours of Le Mans in 1995"
"424","McLaren","with","F1 GTR"
"425","Mil - Spec Automotive","(","MSA"
"425","MSA","revealed","Launch Edition H1"
"425","Launch Edition H1",",","custom - built Hummer"
"426","Adam Mitchell",",","MSA CEO"
"427","2019 BMW Z4","shown at","Pebble Beach"
"427","2019 BMW Z4","making its public debut at","Paris Auto Show"
"428","BMW","interested in building","hydrogen - electric prototype racecar"
"428","hydrogen - electric prototype racecar","to compete for overall victory at","24 Hours of Le Mans"
"429","ACO","’ s","Garage 56 program"
"430","BMW Motorsport boss Jens Marquardt","told","BMW Motorsport"
"431","BMW","has been in discussion with","FIA"
"431","BMW","has been in discussion with","ACO"
"432","V10 Plus model","on display at","Audi Forum Neckarsulm"
"433","R8 V10","Customized by","Audi ’ s Exclusive studio"
"434","aerodynamic body kit","adds","front lip spoiler"
"434","aerodynamic body kit","adds","DTM - style aero flicks"
"434","aerodynamic body kit","adds","side sill extensions"
"434","aerodynamic body kit","adds","prominent diffuser"
"434","aerodynamic body kit","adds","large rear wing"
"435","Audi R8 V10 Plus","looks more like","R8 LMS GT4"
"436","Jim Cain",",","a GM GM"
"437","The Escalade","n't","high volume model"
"437","The Escalade","The Escalade around $ 1 billion in annual profit for","GM"
"438","Ford Mustang","takes home the crown as","top - selling sports coupe"
"439","The Blue Oval","delivered","125,809 Mustangs"
"440","Erich Merkle",",","Ford sales analyst"
"441","Jaguar F - Type","worthy successor to","legendary E - Type"
"442","Jaguar","Under","Tata ownership"
"443","Jaguar","had another go at replacing","E - Type"
"444","Jaguar","produced","115,413 units of the XJS"
"444","Jaguar","replacing it with","XK8"
"445","5.3-liter V12","producing","242 to 295 horsepower"
"446","V12","bored out to","6.0-liters"
"446","V12","produce","318 hp"
"447","Nissan GT - R","battling it out against","Corvettes"
"448","i30 N","has already debuted in","Europe"
"448","i30 N","closest relative is","Elantra GT Sport"
"449","Golf GTI","has","220-hp"
"449","Hyundai i30 N","offers","275 hp"
"450","General Motors","would axe","Sonic subcompact"
"450","General Motors","would axe","Impala large sedan"
"450","General Motors","rolled out updates to","2019 Chevrolet Spark hatchback"
"450","General Motors","rolled out updates to","Cruze sedan and hatchback"
"450","General Motors","rolled out updates to","Malibu midsize sedan"
"451","Alan Batey",",","GM ’ s executive vice president and president of North America"
"452","Spark","receive refreshes going into","2019"
"452","Cruze","receive refreshes going into","2019"
"452","Malibu","receive refreshes going into","2019"
"453","Toyota","joined forces","Mazda"
"453","Toyota","invest","$ 1.6 billion dollars"
"453","Mazda","invest","$ 1.6 billion dollars"
"453","Wards Auto","reports","British automaker Jaguar Land Rover"
"454","JLR CEO",",","Ralf Speth"
"454","JLR","sold","114,333 vehicles"
"455","Hyundai","filed to trademark","Palisade"
"455","Hyundai","filed to trademark","Grandeur"
"456","Hyundai","'s","Kona"
"456","Hyundai","'s","Tucson"
"456","Hyundai","'s","Santa Fe"
"457","Hyundai Azera","was killed off in","2017"
"458","Ford","rivals","General Motors"
"459","documents","published","United States Patent and Trademark Office"
"460","2018 North American International Auto Show","in","Detroit"
"460","Ford","spend","$ 11 billion"
"461","Ford X",",","new tech incubator"
"461","Ford X",",","R&D division"
"462","Uber","’","taxis"
"462","Volvo XC90","ploughed","pedestrian"
"462","pedestrian",",","Elaine Herzberg"
"462","Elaine Herzberg","injuries","accident"
"462","died","from","injuries"
"463","38 mph","in","35 zone"
"464","BMW","include","lineup"
"464","lineup","include","hybrid"
"464","lineup","include","electric"
"465","EV","be","iX3 crossover"
"466","i4","a","EVs"
"466","i4","with","435-mile range"
"467","Tesla","’","P100D"
"468","Pininfarina","renowned","coachbuilding projects"
"469","HK GT","an","electric grand - tourer"
"469","HK GT","faster","Lamborghini Huracan"
"470","Pininfarina","developed for","Hybrid Kinetic Group"
"470","Hybrid Kinetic Group","’","Hong Kong"
"471","Mahindra","parent company","Pininfarina"
"471","Mahindra","based in","India"
"472","Special Operations","division","Jaguar"
"472","Jaguar","’","SVR"
"472","John Edwards","longtime executive","Jaguar"
"473","Alpine","'s","managing director"
"473","Michael van der Sande","current","managing director"
"474","3 Series","(","G20"
"475","M3","internally","G80"
"476","340i","rebadged","M Performance model"
"476","3 Series","on","G20 platform"
"476","G20 platform","be","rear - wheel - drive"
"476","rear - wheel - drive","a","M340i"
"477","M340i","be","all - wheel - drive"
"478","M240i","formerly","M235i"
"479","Classic Youngtimers","by","Netherlands"
"480","85,166 km","(","53,000 miles"
"481","dealership","added","extensive modifications"
"482","Aston Martin","launched","Lagonda"
"482","Aston Martin","launched","Geneva"
"482","Lagonda","showcased","Lagonda Vision Concept sedan"
"482","Lagonda model","be","all - electric SUV"
"483","Aston Martin","’","Varekai"
"484","Hennessey Performance",",","company"
"484","Hennessey Performance",",","Texas - based"
"485","Hennessey Performance","catalog","performance Hennessey Performance"
"486","Venom GT","successor","Venom F5"
"487","Dodge","launched","Challenger Demon"
"488","Dodge","prepping","Drag Pack option"
"488","Drag Pack option","for","2019 Challenger Hellcat"
"489","Challenger body","have","Air Grabber hood"
"489","Demon","’","Air Grabber hood"
"490","Challenger Hellcat Drag Pack","75 percent","Demon ’ s content"
"491","Hyundai","at","Geneva Motor Show"
"492","Kona","first","electric subcompact SUV"
"492","Ioniq","second","electric subcompact SUV"
"493","LED DRLs","positioned above","LED headlights"
"494","BMW","’","N74 engine"
"494","N74 engine","’","turbocharged V12"
"495","BMW","launched","6.0-liter N74"
"495","6.0-liter N74","in","BMW 760i"
"495","6.0-liter N74","in","760Li"
"495","6.0-liter N74","replacement","non - turbo N73"
"496","Rolls - Royce","offered","6.6-liter version"
"497","Lexus","released","official image"
"497","official image","of","UX"
"497","UX","first public appearance","Geneva Motor Show"
"498","new platform","shared","C - HR"
"499","Italdesign Giugiaro","celebrated","50th birthday"
"499","Zerouno Roadster",",","Italdesign Giugiaro"
"500","Zerouno coupe","unveiled","Swiss show"
"501","Filippo Perini",",","design talent"
"501","design talent","behind","Lamborghini Huracan"
"501","design talent","behind","Veneno"
"502","i8 Coupe","starts","147,500"
"503","electric motor","producing","141 horsepower"
"503","electric motor","producing","184 lb - ft of torque"
"504","i8","The i8","three - cylinder turbo engine"
"504","three - cylinder turbo engine","at","236 lb - ft of torque"
"505","JL","’","order sheet"
"505","order sheet","a","V8"
"506","GM","'s","LS3 V8 engines"
"506","LS3 V8 engines","in","Jeep"
"507","JL","new","JK"
"508","GM V8","in","Jeep"
"509","Vmotion 2.0 Concept","design","production sheet metal"
"509","Nissan","’","Vmotion 2.0 Concept"
"509","Altima","at","New York International Auto Show next month"
"509","Nissan","reveals","Altima"
"510","Altima","reveal","New York"
"511","Audi 's lineup","looking a bit dated compared to","BMW"
"511","Audi 's lineup","looking a bit dated compared to","Mercedes"
"512","Barry Hoch",",","Audi of America 's director of product planning"
"512","Barry Hoch","Speaking with","Automotive News"
"513","Audi lineup","with","S5 Sportbacks"
"514","Jerry Seinfeld","sold","Porsches"
"514","Porsches","collectively worth","$ 10 million"
"515","Jerry Seinfeld ’ s 2006 Porsche 911 GT3 RS","Heading to","Russo and Steele auction"
"515","Russo and Steele auction","in",","
"515","Monterey",",","California"
"516","GT3","introduced in","1999"
"517","997 GT3 RS","made its US debut in","2006"
"517","997 GT3 RS","feature","electronically adjustable suspension system"
"518","AMG","build","Mercedes cars"
"519","Mercedes","bought","AMG"
"520","6.2-liter naturally aspirated V8","produced","583 hp"
"521","SLS Black Series","produced","622 hp"
"522","RM Auction ’ s Monterey event","at","Pebble Beach"
"523","CSX 2344","also known as","Lindauer Cobra"
"523","Robert Lindauer","traded he","1963 he"
"524","Quail Lodge auction","at","Monterey Car Week"
"525","Lancia Stratos","being","1975 Stradale"
"526","1985 205 Turbo 16","with","745 miles on its clock"
"527","1986 RS200 Evolution","designed by","Ghia"
"527","RS200","designed by","Ghia"
"528","Group B rallying","first introduced by","FIA"
"529","Los Angeles E3 gaming convention","during","Microsoft ’ s press conference"
"530","Forza Motorsport 7","running on","Xbox One X console"
"531","Xbox One X","hailed as","most powerful console ever made"
"532","Automobile Magazine","’ s","Georg Kacher"
"533","Renault TreZor","awarded","Most"
"533","Most","at","Italy ’ s Concours d ’ Elegance Villa d ’ Este"
"534","TreZor","won","Concept Car the Year Year"
"534","TreZor","won","Concept Car the Year Year"
"534","Concept Car the Year Year","at","Geneva Car Design Awards"
"535","Multi - Sense system","incorporating","autonomous technology"
"536","General Motors","allowed","Cadillac"
"537","Cadillac","came to","308,692 units"
"538","Audi","sold","1,871,350 units"
"539","BMW","came in at","2,035,359 units"
"539","Mercedes - Benz","sold","2,083,888 cars"
"540","Aston Martin","stunning the automotive world with","Vanquish Zagato"
"540","Aston Martin","with","Vanquish Zagato Volante"
"541","Concorso d'Eleganza Villa d'Este","on the shores of","Lake Como"
"541","Italy","’ s","Lake Como"
"542","Q","Aston Martin ’ s","customization service"
"543","Lamborghini","'s","Miura"
"543","Miura","unveiled at","1966 Geneva Motor Show"
"544","Singer Vehicle Design","produced","Porsche 911s"
"545","Mercedes - AMG GT","had its live debut","Geneva Motor Show"
"546","Mercedes - AMG","testing","prototype mules"
"547","hybrid twin - turbo 4.0-liter V8 powertrain","with","805-hp"
"548","Volkswagen Golf","with","rear hatch"
"548","Volkswagen Golf","with","four doors"
"549","Opel Insignia Grand Sport","offers","large trunk opening"
"550","75- kWh Model S","begins at","$ 74,500"
"551","Honda Civic Type R","revealed at","Geneva"
"552","seven - inch touchscreen display","with","navigation"
"552","seven - inch touchscreen display","with","Apple CarPlay"
"552","seven - inch touchscreen display","with","Android Auto"
"553","Volkswagen Group","testing","self - driving cars"
"553","Waymo","testing","self - driving cars"
"553","Uber","testing","self - driving cars"
"554","Jean Shiomoto",",","director of The California DMV"
"555","Porsche","developed","self - driving technology"
"556","McLaren","debuted","MP4 - 12C"
"557","Sports Series line","is made up of","540C"
"557","Sports Series line","is made up of","570S"
"557","Sports Series line","is made up of","570GT"
"558","M2 CSL","would , in effect , be","ultimate BMW performance coupe"
"559","French graphic artist",",","Monholo Oumar"
"560","Mazda","revealed","MX-5 Miata RF"
"560","MX-5 Miata RF","revealed","New York"
"561","F - Type Coupe","begins","61,000"
"562","Car and Driver","reporting","R8 e - tron"
"562","Audi","killed off","R8 e - tron"
"563","R8 e - tron","was no","informational sales material"
"564","R8 e - tron","available","Europe only"
"565","Hurricane Matthew","a","storm"
"566","guy","parked","E30 M3"
"566","E30 M3","inside","house"
"567","garage","with","38 Lamborghinis"
"567","garage","with","11 other exotic cars"
"568","new 5 Series","named","G30"
"568","G30","larger","predecessor"
"569","Mansory","working on","Bentayga"
"570","Mansory","released","teaser image"
"570","teaser image","info about","power bump"
"570","teaser image","info about","carbon fiber"
"571","Mansory","revealed","custom Mansory Bentley Bentayga"
"572","Linda Jackson",",","Citroen CEO"
"572","Linda Jackson","confirmed","E - Commerce"
"572","E - Commerce","out in","selected markets"
"573","E - Commerce","means","buy a car"
"573","buy a car","without","foot in a dealership"
"574","E - Commerce","set up","pick up"
"574","pick up","customers","new car"
"575","Toyota","developing","Prius Prime"
"575","Toyota","developing","Supra"
"576","Forza Horizon 3","hooning about","Australia"
"577","Horizon 3","on","PC"
"578","Porsche","including the","911 GT3 RS"
"578","Porsche","including the","918 Spyder"
"578","Porsche","including the","GT2 RS"
"578","Porsche","including the","Macan Turbo"
"579","Evolution sedan","ending production","August"
"579","Mitsubishi","a","Crossover"
"580","Mitsubishi","at","Geneva Motor Show"
"581","Don Swearingen","executive vice president and chief operating officer of","Mitsubishi Motors North America"
"582","FCA","FCA","FCA Chrysler Portal BEV"
"583","Lincoln","models like","MKZ"
"583","Lincoln","models like","Continental"
"584","Lincoln","increase","US sales"
"584","Lincoln","China on a roll in","China"
"585","Continental","beating out","Lexus GS"
"585","Continental","beating out","Audi A6"
"586","Miami Vice","in the","1980s"
"586","Crocket and Tubb","’ s","Ferrari Testarossa"
"587","1986 model Testarossa","Testarossa a","4.9-liter 390-hp flat-12 engine"
"587","1986 model Testarossa","with a","5-speed manual gearbox"
"588","Testarossa","with luxuries including","power windows"
"588","Testarossa","with luxuries including","cruise control"
"588","Testarossa","with luxuries including","air conditioning"
"589","geezer","in","Vauxhall Astra"
"589","geezer","knows","corner"
"589","geezer","knows","apex"
"590","Rob Wilson","teaching","Formula 1 drivers"
"590","Rob Wilson","teaching","Top Gear celeb"
"591","Marchionne",",","CEO"
"591","CEO",",","Ferrari"
"592","Matthew Parsons",",","rendering artist"
"592","Matthew Parsons","come up","288 GTO"
"593","William Caston",",","two teens"
"593","Dez Montayevian Bell",",","two teens"
"593","two teens","assaulted","valet caretaker"
"594","South Lamar Street","in","Dallas"
"594","Dallas",",","Texas"
"595","Dallas County Sheriffs","help","pursuit"
"596","Porsche","topped","quality survey"
"596","J.D. Power","’","quality survey"
"597","Porsche","outline","global endurance test program"
"597","Cayenne","go through","global endurance test program"
"598","Cayennes","sold","three quarters of a million"
"598","Porsche","refine","process"
"599","Nissan","launched","Z car"
"599","Z car","internally called","Z32"
"600","twin - turbo","had","78-hp"
"600","300ZX","came out","twin - turbo"
"601","3.0-liter V6","produced","300 hp"
"602","Kode 0","designed by","Ken Okuyama"
"602","Ken Okuyama",",","Pininfarina designer"
"602","Ken Okuyama","drew","iconic lines"
"602","iconic lines","of","Ferrari Enzo"
"603","Production","Production","Model 3"
"604","Tesla",",","SpaceX facility"
"604","Hawthorne",",","California"
"604","SpaceX facility","at","Hawthorne"
"605","RX-7","propelled","piston - less combustion engines"
"605","RX-8","propelled","piston - less combustion engines"
"605","787B","propelled","piston - less combustion engines"
"606","European Car of the Year","in","1968"
"607","tires","cost","$ 42,000"
"608","Martin Grabowski","principal engineer","Bugatti"
"608","Martin Grabowski","at","Frankfurt"
"608","the Chiron","We","standard rim geometry"
"608","standard rim geometry","therefore","standard mounting process"
"609","BMW 3 Series","debut","2018 Paris Motor Show"
"610","pre - production prototypes","used for","crash tests"
"610","pre - production prototypes","used for","weather testing"
"610","pre - production prototypes","used for","on - road assessment"
"611","Polestar 1","required","specialized production equipment"
"612","Porsche","showed off","911 Speedster concept"
"612","Porsche","at","Paris Motor Show"
"613","Porsche",":","959"
"613","Porsche",":","911 GT1"
"613","Porsche",":","Carrera GT"
"613","Porsche",":","918 Spyder"
"614","959","launched back in","1986"
"614","959","with a top speed of","197 mph"
"615","Aston Martin","on","London Stock Exchange"
"616","Ferrari","float","10 percent"
"617","Nio","on the","New York Stock Exchange"
"617","Chinese electric car startup",",","Nio"
"618","Aston Martin","chairman","Penny Hughes"
"619","Lego Power Function","uses","2,304 motors"
"620","Bentley","introduced","Bentayga"
"621","petrol Bentayga","in","European markets"
"622","BMW","revealed","2019 i3"
"622","2019 i3","boasts","larger battery"
"622","2019 i3","boasts","longer electric range"
"623","i3 range extender","houses","650 cc engine"
"624","Ford","confirm","US - spec Ranger Raptor"
"625","Chevrolet","trademarked","ZR2 Bison"
"626","Jaguar","launch","E - Pace"
"626","I - Pace","had","official debut"
"626","Jaguar","turning Jaguar attention to","J - Pace"
"627","Jaguar","not to infringe upon","Land Rover territory"
"628","SUVs","are also highly profitable for","automakers"
"629","Jaguar","promised","plug - in hybrid J - Pace"
"630","2019 BMW M2 Competition","with","410 hp"
"630","2019 BMW M2 Competition","with","405 lb - ft of torque"
"630","2019 BMW M2 Competition","with","biturbo 3.0-liter six - cylinder engine"
"631","BMW Blog Slovenia","obtain","official specs"
"632","Lamborghini","announce","Avendator Superveloce Jota"
"633","GT2 RS","holds","current production car record"
"634","Maverick","First introduced in","1970s"
"634","Maverick","designed to replace","Falcon"
"634","Maverick","positioned above","Pinto"
"635","SUV lineup","will be spearheaded by","Bronco"
"635","SUV lineup","will be spearheaded by","Explorer"
"636","new compact off - roader","will act as","Baby Bronco"
"637","3.5-liter V6 engine","produces","301 horsepower"
"638","loaded V6 XSE","carried a starting price of","$ 35,000"
"639","6.2-liter 415-hp V8","is mated to","six - speed automatic"
"640","Tesla","revealed","electric semi truck"
"640","electric semi truck","with","500-mile range"
"641","Nikola Motors",",","American hybrid truck designer"
"641","Nikola Motors","based out of","Salt Lake City"
"642","Nikola Motors","filed a lawsuit on Tuesday against","Tesla"
"643","Hyundai Azera","was not","popular"
"643","Hyundai Azera","was","premium large sedan"
"644","Jaguar","build direct competitors to","BMW M3"
"644","Jaguar","build direct competitors to","M5"
"645","XE SV Project 8",",","Nurburgring lap record holder"
"646","General Motors","shut","Saab"
"647","Spyker","bought","Saab"
"648","NEVS",",","National Electric Vehicle Sweden"
"649","Tianjin",",","China"
"650","Marvel","partnered with","Audi"
"650","Marvel","partnered with","Lexus"
"650","DC","decided to team up with","Mercedes"
"651","Land Rover","revealed","Range Rover SVAutobiography"
"651","Range Rover SVAutobiography","billed as","luxurious Range Rover"
"652","Land Rover","considering","Range Rover SUV"
"653","Land Rover","’ s","Gerry McGovern"
"654","Land Rover","rival","Rolls - Royce"
"654","Land Rover","rival","Bentley"
"655","The Tesla Owners Club of Saudi Arabia","produced","video clip"
"655","Model X","in","Arabian Desert"
"656","heavy battery pack","with","low center of gravity"
"657","Aston Martin Vantage","is","AMG - powered"
"658","Volkswagen","scandal","Dieselgate"
"659","Masahiro Moro",",","CEO"
"659","Mazda","of","CEO"
"659","Mazda",",","North America"
"660","National Highway Traffic and Safety Administration","(","NHTSA"
"661","Pirelli","developed","P Zero"
"662","Pirelli engineers","optimize","tread pattern"
"662","tire","’","tread pattern"
"662","Pirelli engineers","modified","tire"
"662","tread pattern","optimize","M5"
"663","Vorsteiner Vorsteiner","extension","Gunther Werks"
"664","Vorsteiner","creation","Gunther Werks"
"664","Gunther Werks","creation","400R"
"664","400R","Powered","4.0-liter flat - six"
"664","4.0-liter flat - six","with","431 hp"
"664","4.0-liter flat - six","with","302 lb - ft of torque"
"665","Chevrolet","reveal","Silverado"
"666","Work Truck Show",",","Indianapolis"
"666","Indianapolis",",","Indiana"
"667","Silverado","offered in","regular"
"667","Silverado","offered in","crew cab"
"667","Silverado","with","2WD"
"667","Silverado","with","4WD"
"668","Consumer Electronics Show","(","CES"
"668","Consumer Electronics Show","in","Las Vegas"
"668","Consumer Electronics Show","for","technology companies"
"669","Toyota","unveiled","e - Palette Concept"
"669","e - Palette Concept","a","autonomous EV"
"669","e - Palette Concept","featuring","open control interface"
"670","Toyota","testing","e - Palette"
"671","FE Fuel Cell Concept","showcased","Geneva"
"671","Hyundai","revealed","FE Fuel Cell Concept"
"672","electric motor","producing","160 hp"
"672","electric motor","producing","291 lb - ft of torque"
"673","record","for","longest drift"
"673","Johan Schwartz","defeated","Toyota GT86"
"674","M5","uses","advanced AWD system"
"674","advanced AWD system","converted","RWD"
"675","M5","faster","previous generation car"
"675","M5","is","600 hp"
"676","Hennessey","produce","Camaro Exorcist"
"676","Hennessey","produce","Jeep Trackhawk HPE1000"
"677","I.D. R","race car","Volkswagen"
"677","I.D. R","driven","Romain Dumas"
"678","I.D. R","is","all - electric machine"
"678","I.D. R","with","671 hp"
"679","Volkswagen Group","includes","Bugatti"
"679","Volkswagen Group","includes","Lamborghini"
"679","Volkswagen Group","includes","Porsche"
"680","JD Power","this year 's","Initial Quality Study"
"680","Hyundai Motor Group","scored","1 - 2 - 3 finish"
"680","Hyundai Motor Group","its","Genesis"
"680","Hyundai Motor Group","its","Kia"
"680","Hyundai Motor Group","its","Hyundai"
"681","Volvo","behind","British Jaguar"
"681","Volvo","behind","Land Rover"
"682","Volvo R&D","introduction","XC90"
"683","S60","successful","107,000 units sold"
"684","E - Tron","won ’ t have","door mirrors"
"685","Audi ’ s electric SUV","first","virtual mirrors"
"686","Audi","narrower","standard mirrors"
"686","E - Tron ’ s width","reduce","5.9 inches"
"687","Images","appear","OLED displays"
"687","OLED displays","located between","instrument panel"
"687","OLED displays","located between","door"
"688","Tesla","remain","number one EV manufacturer"
"688","Tesla","followed by","Renault - Nissan Alliance"
"688","Tesla","followed by","BMW"
"688","Tesla","followed by","Hyundai / Kia"
"688","Tesla","followed by","Daimler"
"688","Tesla","followed by","Volvo"
"688","Tesla","followed by","Volkswagen"
"689","5.2-liter V10","producing","532"
"689","5.2-liter V10","producing","610 horsepower"
"690","R8","'s","gated six - speed manual"
"691","Audi","no longer sells","gated manual"
"692","manual transmissions","dying out","automatics"
"693","BMW","plans","12 electric models"
"694","i Division","produced","i3"
"694","i Division","produced","i8"
"695","BMW","batteries from","Contemporary Amperex Technology"
"696","BMW","partnered","Great Wall"
"696","BMW","produce","EV"
"696","EV","for","Mini brand"
"697","BMW","invested","China 's CATL 's plant"
"698","3.0-liter V12","produces","285 horsepower"
"698","3.0-liter V12","produces","203 lb - ft of torque"
"699","Millers Oils","showcase","NANODRIVE oil technology"
"700","Millers Oils","oil","250 GT"
"701","sales","the British automaker","3,286 cars"
"702","roof mechanisms","adding","46 kg of weight"
"703","all - wheel drive","adds","layer of control safety"
"703","all - wheel drive","adds","all - weather enjoyment"
"704","Tesla Model S","beat","FF 91"
"705","Tesla","at","Pikes Peak"
"706","Pete Savagian",",","Vice President of Powertrain & Battery Systems"
"707","Briggs Automotive Company","responsible","Mono"
"707","Briggs Automotive Company","display","Mono"
"707","Mono","at","Goodwood Festival of Speed"
"708","Autodesk","’","Computational Fluid Dynamics software"
"709","software","simulates","wind tunnel"
"710","911 Turbo S Exclusive Series","tuned","607 horsepower"
"711","Power Kit","added","27 horsepower"
"712","Honda","sells","Accord"
"712","Accord","version","V6"
"713","Honda","developed","Civic Type R"
"714","Honda","’","CR - V"
"715","Honda","sold","345,647 units"
"715","America","best selling","SUV"
